key	RU	EN	ES-EU	ES_LA	PT-BR	PT-EU	FR	DE	JA	KO	ZH-S	ZH-T	TR	TH	IT	ID
event_offer	НУЖНО БОЛЬШЕ ДЕНЕГ?	NEED MORE MONEY?	¿NECESITAS MÁS DINERO?	¿NECESITAS MÁS DINERO?	PRECISANDO DE MAIS GRANA?	PRECISAS DE MAIS DINHEIRO?	BESOIN DE PLUS D'ARGENT ?	DU BRAUCHST MEHR GELD?	もっと報酬が欲しい？	돈이 더 필요하신가요?	需要更多钱？	需要更多錢嗎？	DAHA FAZLA PARA MI LAZIM?	คุณต้องการเงินเพิ่มใช่มั้ย?	TI SERVONO PIÙ SOLDI?	PERLU LEBIH BANYAK UANG?
event_offer_dicr	ОБЕСПЕЧЬ СВОЮ ПОБЕДУ	ENSURE YOUR VICTORY	ASEGÚRATE LA VICTORIA	ASEGURA TU VICTORIA	GARANTA SUA VITÓRIA	GARANTE A TUA VITÓRIA	ASSUREZ VOTRE VICTOIRE	STELLE DEINE SIEG SICHER	必ず勝利しよう	승리를 보중하세요	保证胜利	確保您的勝利	ZAFERİNİ GARANTİYE AL	รับประกันชัยชนะของคุณ	ASSICURATI LA VITTORIA	PASTIKAN KEMENANGANMU
event_offer_bonus	БОНУС!	BONUS!	¡BONIFICACIÓN!	¡BONIFICACIÓN!	BÔNUS!	BÓNUS!	BONUS !	BONUS!	ボーナス！	보너스!	奖励！	額外獎勵！	BONUS!	โบนัส!	BONUS!	BONUS!
event_coming_soon	СКОРО	COMING SOON	PRÓXIMAMENTE	PRÓXIMAMENTE	EM BREVE	EM BREVE	BIENTÔT DISPONIBLE	DEMNÄCHST	近日発表！	출시 예정	即将推出	即將到來	YAKINDA	เร็ว ๆ นี้	PROSSIMAMENTE	SEGERA HADIR
event_carnage_end	ВРЕМЯ ВЫШЛО	TIME IS UP	SE HA ACABADO EL TIEMPO	SE HA ACABADO EL TIEMPO	TEMPO ESGOTADO	TEMPO ESGOTADO	TEMPS ÉCOULÉ	DIE ZEIT IST UM	時間切れです	시간이 다 되었습니다	时间到了	時間已到	ZAMAN DOLDU	เวลาหมดแล้ว	TEMPO SCADUTO	WAKTU HABIS
take_x	Взять x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}	Get x{0}
tap_challenge_your_reward	Победа! Ваша награда:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:	Victory! Your reward:
tap_challenge_defeat	Время вышло! Возьмешь дополнительное время?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?	Time's up! Do you want an extra time?
tap_challenge_defeat_continue	Сдаюсь!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!	Give up!
tap_challenge_defeat_second_chance	Еще {0} секунд!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!	{0} more seconds!
tap_challenge_title_info	Тапай по существам!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!	Tap creatures!
tap_challenge_title_timeisup	Время вышло	TIME'S UP	¡TIEMPO!	¡TIEMPO!	TEMPO ESGOTADO!	TEMPO ESGOTADO!	TEMPS ÉCOULÉ!	ZEIT ABGELAUFEN!	時間切れ！	타임 아웃!	暂停！	時間到！	SÜRE DOLU!	หมดเวลา	TEMPO SCADUTO!	समय खत्म हुआ!


	ЦЕНА И УСЛОВИЯ ПОДПИСКИ  В нашей игре возможно оформить VIP подписку. VIP Подписка предлагает еженедельную подписку, у вас будет 3-дневный бесплатный пробный период, после окончания которого, будет взиматься плата в размере 4.99$. Подписка предоставляет следующие преимущества: х2 бонус золота, 30 кристаллов ежедневно, 20% бонус на покупку кристаллов и отключение всей рекламы.   Окончание пробного периода и возобновление подписки:  Цены указаны для клиентов из Соединенных Штатов Америки. Цены для других стран могут варьироваться и конвертироваться в вашу местную валюту в зависимости от страны пребывания.   Платеж будет списан с вашей учетная запись iTunes Store после подтверждения платежа.  Подписка автоматически возобновляется, если не будет отключена за 24 часа до окончания текущего периода.  С вашей учетной записи будут списаны средства в размере цены продления подписки в пределах 24-х часов до окончания текущего периода подписки.  Вы можете управлять вашей подпиской и отключить автопродления в настройках вашей учетной записи.   Любая неиспользованная часть бесплатного ознакомительного периода пропадет, как только пользователь приобретет платную подписку.    Отмена пробного периода или подписки:  Вы можете отключить автопродление подписки в любой момент через ITunes. Сделать это можно здесь: https://support.apple.com/HT202039. По истечению пробного периода или времени подписки, подписка будет отключена. Отключить уже действующую подписку невозможно.  Политика конфедонциальности и условия использования: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit 	SUBSCRIPTION PRICING AND TERMS    Meet the GOLD MEMBERSHIP!  The GOLD MEMBERSHIP is a $4.99 weekly subscription with a 3-day free trial period. Enjoy 2x gold bonus, an ad-free experience, 30 Crystals every day and a 20% discount on all crystal purchases!      End of 3-day trial period and subscription renewal:    This price is for United States customers. Pricing in other countries may vary and actual charges may be converted to your local currency depending on the country of residence.    Payment will be charged to your iTunes Account upon purchase confirmation.    Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.    Your Account will be charged for the next period within 24-hours prior to the end of the current period.    Subscriptions can be managed and auto-renewal disabled in the user’s Account Settings after purchase.    Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription, where applicable.      Canceling your trial or subscription:    You can disable auto-renew at any time through iTunes. Check https://support.apple.com/HT202039. When your current trial/subscription period expires, you will be unsubscribed. The current active subscription period cannot be canceled.     Privacy Policy and Terms of Use: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	PRECIO Y CONDICIONES DE LA SUSCRIPCIÓN  ¡Te presentamos la SUSCRIPCIÓN ORO! La SUSCRIPCIÓN ORO es una suscripción semanal de 4,99 USD con un período de prueba gratuito de 3 días. Disfruta de una bonificación del doble de oro, partidas sin anuncios, 30 cristales cada día y un 20 % de descuento en todas las compras de cristales.   Fin del período de prueba de 3 días y renovación de la suscripción:  Este precio es para clientes de Estados Unidos. Es posible que los precios de otros países varíen y que los cargos reales se conviertan a la moneda local según el país de residencia.  El pago se cargará a tu cuenta de iTunes una vez confirmada la compra.  La suscripción se renueva automáticamente, a no ser que esta opción se desactive al menos 24 horas antes de que termine el período vigente.  El siguiente período se cargará a tu cuenta en las 24 horas anteriores a que termine el período vigente.  Es posible administrar las suscripciones y desactivar la renovación automática en la configuración de la cuenta del usuario después de la compra.  Las partes no utilizadas de períodos de prueba gratuitos se perderán si el usuario adquiere una suscripción, cuando proceda.   Cancelación de tu prueba o suscripción:  Puedes desactivar la renovación automática en cualquier momento a través de iTunes. (Visita https://support.apple.com/es-es/HT202039). Cuando el período de prueba o suscripción vigente expire, se cancelará la suscripción. El período vigente de la suscripción activa no puede cancelarse.   Política de confidencialidad y Condiciones de uso: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit.	PRECIO Y CONDICIONES DE LA SUSCRIPCIÓN  ¡Conoce la MEMBRESÍA DE ORO! La MEMBRESÍA DE ORO es una suscripción semanal de $4,99 con un período de prueba gratuito de 3 días. Disfruta una bonificación del doble de oro, una experiencia sin anuncios, 30 cristales cada día y un 20 % de descuento en todas las compras de cristales.   Fin del período de prueba de 3 días y renovación de la suscripción:  Este precio es para clientes de Estados Unidos. Los precios en otros países pueden variar y los cargos reales pueden convertirse a su moneda local según el país de residencia.  El pago se cargará a su cuenta de iTunes a la confirmación de la compra.  La suscripción se renueva automáticamente a menos que la renovación automática se desactive al menos 24 horas antes de que termine el período actual.  El siguiente período se cargará a su cuenta dentro de 24 horas antes de que termine el período actual.  Las suscripciones pueden administrarse y la renovación automática puede desactivarse en la configuración de la cuenta del usuario después de la compra.  Toda parte no utilizada de un período de prueba gratuito se perderá si el usuario compra una suscripción, cuando proceda.   Cancelación de su prueba o suscripción:  Puedes desactivar la renovación automática en cualquier momento a través de iTunes. Visite https://support.apple.com/HT202039. Cuando su período de prueba o suscripción actual expiren, se cancelará su suscripción. El período de suscripción activo actual no puede cancelarse.   Política de privacidad y condiciones de uso: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	TERMOS E PREÇOS DE ASSINATURA  Conheça o TÍTULO DE MEMBRO OURO! O TÍTULO DE MEMBRO OURO é uma assinatura semana de $4,99, com um período grátis de 3 dias. Curta o bônus ouro duplo, uma experiência sem anúncios, 30 cristais todos os dias e 20% de desconto em todas as compras de cristais!   Final do período de avaliação de 3 dias e renovação de assinatura:  Este preço é destinado a clientes nos Estados Unidos. Preços em outros países podem variar e as cobranças finais podem ser convertidas para a moeda local, dependendo do país de residência.  O pagamento será cobrado na sua conta iTunes, mediante confirmação de compra.  A assinatura se renova automaticamente, a menos que a opção de renovação automática seja desativada com pelo menos 24 h de antecedência do fim do período atual.  Sua conta será cobrada para o próximo período dentro de 24 horas antes do final do período atual.  As assinaturas podem ser gerenciadas e a renovação automática desabilitada em Configurações de Conta, após a compra.  Qualquer parte não utilizada do período de avaliação grátis será anulada quando o usuário comprar uma assinatura, conforme aplicável.   Cancelamento de avaliação ou assinatura:  Você pode desabilitar a renovação automática a qualquer momento, no iTunes. Confira em https://support.apple.com/HT202039. Quando o período atual de avaliação/assinatura expirar, sua assinatura será cancelada. O período de assinatura ativo atual não pode ser cancelado.   Política de Privacidade e Termos de Uso: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	TERMOS E PREÇOS DA ASSINATURA  Conheça o TÍTULO DE MEMBRO OURO! O TÍTULO DE MEMBRO OURO é uma assinatura semanal de 4,99$, com um período gratuito de 3 dias. Desfrute do bónus de ouro duplo, uma experiência sem anúncios, 30 cristais todos os dias e 20% de desconto em todas as compras de cristais!   Final do período de avaliação de 3 dias e renovação da assinatura:  Este preço é destinado a clientes nos Estados Unidos. Os preços em outros países podem variar e as cobranças finais podem ser convertidas para a moeda local, dependendo do país de residência.  O pagamento será cobrado na sua conta iTunes, mediante confirmação de compra.  A assinatura renova-se automaticamente, a menos que a opção de renovação automática seja desativada com, pelo menos, 24 h de antecedência antes do fim do período atual.  A sua conta será cobrada para o próximo período no prazo de 24 horas antes do final do período atual.  As assinaturas podem ser geridas e a renovação automática desativada em Configurações de Conta, após a compra.  Qualquer parte não utilizada do período de avaliação grátis será anulada quando o utilizador comprar uma assinatura, conforme aplicável.   Cancelamento de avaliação ou assinatura:  Pode desativar a renovação automática a qualquer momento, no iTunes. Verifique em https://support.apple.com/HT202039. Quando o período atual de avaliação/assinatura expirar, a sua assinatura será cancelada. O período de assinatura ativo atual não pode ser cancelado.   Política de Privacidade e Termos de Utilização: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	TARIFS ET CONDITIONS DE L'INSCRIPTION  Voici l'ADHÉSION OR ! L'ADHÉSION OR est une inscription à 4,99 $ par semaine, avec une période d'essai gratuite de 3 jours. Profitez du bonus or doublé, d'une expérience de jeu sans publicité, et 30 cristaux tous les jours et d'une réduction de 20 % sur tous vos achats de cristaux !   Fin de la période d'essai de 3 jours et renouvellement de l'inscription :  Ce prix concerne les utilisateurs situés aux États-Unis. Les tarifs des autres pays peuvent varier et les frais réels peuvent être convertis vers votre devise locale en fonction de votre pays de résidence.  Le paiement sera facturé sur votre compte iTunes après la confirmation d'achat.  L'inscription est automatiquement renouvelée, à moins que le renouvellement automatique n'est été désactivé au moins 24 heures avant la fin de la période en cours.  Votre compte sera facturé pour la période suivante dans un délai de 24 heures avant la fin de la période en cours.  Les inscriptions peuvent être gérées et le renouvellement automatique désactivé à partir des Paramètres du compte de l'utilisateur après l'achat.  En cas de gratuité, toute partie inutilisée d'une période d'essai sera perdue lors de l'achat d'un abonnement par l'utilisateur, le cas échéant.   Annulation de votre essai ou inscription :  À tout moment, vous pouvez désactiver le renouvellement automatique via iTunes. Consultez la page https://support.apple.com/HT202039. Une fois votre période essai/inscription actuelle expirée, vous serez désinscrit. La période d'adhésion active en cours ne peut pas être annulée.   Politique de confidentialité et Conditions d'utilisation : https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	PREISE UND BEDINGUNGEN DES ABONNEMENTS  ANGEBOT DER GOLD-MITGLIEDSCHAFT! Die GOLD-MITGLIEDSCHAFT ist ein wöchentliches Abonnement zum Preis von 4,99 USD, inklusive 3 Tage gratis zum Ausprobieren. Du erhältst 2 x Goldbonus, täglich 30 Kristalle, 20 % Rabatt auf alle Kristalleinkäufe und spielst ohne Werbung!   Ablauf des 3-Tage-Testzeitraums und Abo-Verlängerung:  Dieser Preis gilt für Kunden aus den USA. Die Preise in anderen Ländern können variieren und die aktuellen Gebühren können je nach Wohnsitzland in deine Landeswährung umgerechnet werden.  Nach Bestätigung des Einkaufs wird dein iTunes-Konto mit der Zahlung belastet.  Das Abonnement verlängert sich automatisch, es sei denn du deaktivierst die automatische Verlängerung 24 Stunden vor Ablauf des aktuellen Abrechnungszeitraums.  Dein Konto wird 24 Stunden vor Ablauf des aktuellen Abrechnungszeitraums mit der Zahlung für den nächsten Zeitraum belastet.  Die Abonnements und die automatische Verlängerung kann nach dem Einkauf in den Benutzereinstellungen verwaltet werden.  Wenn der Benutzer ein kostenpflichtiges Abonnement erwirbt, verfällt der noch nicht genutzte Testzeitraum.   Kündigung des Testzeitraum oder deines Abonnements:  Du kannst die automatische Abo-Verlängerung bei iTunes jederzeit deaktivieren. Lies dazu https://support.apple.com/HT202039. Wenn der aktueller Testzeitraum bzw. das Abonnement abläuft, wirst du abgemeldet. Der aktuelle Abo-Zeitraum kann nicht gekündigt werden.   Datenschutz und Allgemeine Geschäftsbedingungen: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	サブスクリプションの価格と利用規約  ゴールドメンバーシップ登場！ ゴールドメンバーシップは$4.99 / 週で、3日間の無料試用期間があります。2倍のゴールドボーナス、広告なし、毎日30クリスタルがもらえる上、さらに全クリスタルが20%割引価格で購入できます！   3日間の無料試用期間を終えて、サブスクリプションを更新する：  この価格は米国のお客様向けの価格です。他の国での価格は異なる可能性があります。実際の料金は、お客様がお住まいの国の通貨に変換されて請求される可能性があります。  料金は購入が確認されたら、iTuneアカウントに請求されます。  現在のサブスクリプション期間終了の24時間前までに自動更新をオフにしない限り、サブスクリプションは自動更新されます。  現在のサブスクリプションが切れる24時間前に、次の期間のための料金が請求されます。  サブスクリプションの管理と自動更新のオフは、ご購入後にユーザーアカウントの「設定」から実行できます。  無料試用期間が提供された場合、未使用分があってもユーザーがサブスクリプションを購入した時点で使えなくなることがあります。   試用期間またはサブスクリプションのキャンセル：  自動更新はiTuneからいつでもオフにできます。参照：https://support.apple.com/HT202039.現在の試用期間/サブスクリプション期間が失効したら、サブスクリプションがない状態になります。現在有効なサブスクリプションはキャンセルできません。  プライバシーポリシーと利用規約：https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	구독 약관  골드 멤버십을 만나보세요! 3일간 골드 멤버십을 무료로 체험해보실 수 있으며, 무료 체험 기간이 종료되면 4.99$ (매주) 결제가 진행됩니다. 혜택은 골드 보너스 2배! 광고 제거! 크리스탈을 20% 할인된 가격으로 구매하실 수 있습니다.  3일 무료 체험  -이 가격은 미국 스토어 기준이며, 지역별 환율 변동 및 부가세 발생으로 인한 금액 차이가 있을 수 있습니다. -결제 금액은 아이툰즈 계정을 통해 청구됩니다.  구독 갱신 해지 -구독 해지를 희망할 경우 기간이 종료되기 24 시간 이전까지 구독 해지 신청을 해주시기 바랍니다. 구독 만기일 24시간 이내에 요금이 부과됩니다. -구독 및 자동 구독 연장 해지는 사용자 계정 설정에서 진행하실 수 있습니다. -구독을 할 경우 <3일 무료 체험>에서의 미사용분(기간 및 효력)은 전부 상실됩니다.  아이튠즈를 통해 언제든지 자동 갱신을 해지하실 수 있습니다. 링크: https://support.apple.com/HT202039 가입 기간이 만료되면 구독이 해지됩니다. 현재 진행 중인 구독은 기간이 만료될 때까지 해지하실 수 없습니다.  개인 정보 보호 정책 및 이용 약관: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit 	订阅定价和条款  来看一下黄金会员！ 黄金会员为 $4.99 的周订阅，有3天免费试用期。享受 2x 黄金奖励，无广告体验，每天30个水晶和购买所有水晶打折20%！   3天试用期结束和订阅续费：  该价格适用于美国客户。其它国家的定价可能不同，实际收费可能会根据居住国而转换为本地货币。  支付将在购买确认时从您的 iTunes 账户收取。  除非在当前期间结束前24小时关闭，否则订阅将自动续费。  您的账户将在当前期间结束前24小时内被收取下个期间的费用。  您可以在购买后在用户的“账户设置”中管理订阅或禁用自动续费。  当用户购买订阅时，免费试用期未使用的部分（如有）将作废。   取消试用或订阅：  您可以通过 iTunes 随时禁用自动续费。查阅 https://support.apple.com/HT202039.当您的当前试用/订阅期到期后，您将被取消订阅。当前的激活订阅期间不能被取消。  隐私政策和使用条款：https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	訂閱價格與條款  推出「黃金會員」！ 訂閱黃金會員每週需 $4.99 並帶有 3 天免費試用期間。會員享有 2x 黃金和無廣告體驗，每天還能夠領取 30 水晶且所有水晶消費將享有 20 % 折扣。  3 天試用期間截止後，定閱將自動延續：  此價格適用於美國客戶，其他國家的價格可能會有所不同或是基於你居住的國家轉換至本地貨幣。  你在確認購買後此消費將會向你的 iTunes 帳號扣款。   除非你在當前會員截止前 24 小時取消自動延續，否則訂閱將會自動延續。  當前會員截止前 24 小時，將會向你的帳號為下一期會員收款。  訂閱能夠被管理，且自動延續能夠在購買後於用戶帳號設置中關閉。  任何未用完的免費試用期（若適用），將會在用戶訂閱時遭放棄（若適用）。  取消你的試用期或訂閱：:  你可以在任何時候關閉 iTunes 的自動延續設定。請見 https://support.apple.com/HT202039。 當你目前的試用/訂閱到期時，你將會取消訂閱。當前的訂閱期將無法被取消。   隱私政策與使用條款： https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	ABONELİK FİYATLARI VE KOŞULLARI

 Karşınızda ALTIN ÜYELİK!
 ALTIN ÜYELİK haftalık abonelik bedeli 4,99$'dır ve 3 günlük ücretsiz bir deneme süresi vardır. 2x altın bonus, reklamsız deneyim, her gün 30 Kristal ve tüm kristal alımlarında %20 indirim!


 3 günlük deneme süresinin sonu ve abonelik yenileme:

 Bu fiyat ABD'deki müşteriler içindir. Diğer ülkelerdeki fiyatlar değişebilir ve ücretler bulunduğunuz ülkede kullanılan yerel para birimine dönüştürülebilir.

 Ödeme, satın alma onaylandığında iTunes Hesabınızdan tahsil edilir.

 Otomatik yenileme mevcut abonelik döneminin bitmesinden en az 24 saat önce kapatılmazsa otomatik olarak yenilenir.

 Hesabınız, geçerli dönemin sona ermesinden önceki 24 saat içinde bir sonraki dönem için ücretlendirilir.

 Abonelikler yönetilebilir ve otomatik yenileme kullanıcının Hesap Ayarlarından satın alma işlemi sonrasında devre dışı bırakılabilir.

 Eğer sunulmuşsa, ücretsiz deneme süresinin kullanılmayan kısmı, kullanıcı bir abonelik satın aldığında kaybedilir.


 Deneme sürenizi veya aboneliğinizi iptal etmek:

 Otomatik yenilemenizi istediğiniz zaman iTunes üzerinden devre dışı bırakabilirsiniz. https://support.apple.com/HT202039 adresine bakın. Geçerli deneme/abonelik süreniz sona erdiğinde aboneliğiniz kaldırılacaktır. Geçerli aktif abonelik süresi iptal edilemez.

 Gizlilik Politikası ve Kullanım Koşulları: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	ราคาและเงื่อนไขของการเป็นสมาชิก  พบกับการเป็นสมาชิกระดับทองคำ! สมาชิกระดับทองคำมีราคาอยู่ที่ $4.99 ต่อสัปดาห์ โดยสามารถใช้ได้ฟรี 3 วัน เพลิดเพลินไปกับโบนัสทองคำ 2 เท่า, ใช้งานได้แบบไม่มีโฆษณา, รับคริสตัล 30 ชิ้นได้ทุกวัน และรับส่วนลด 20% ในการซื้อคริสตัลทุกครั้ง!   เมื่อหมดระยะเวลาทดลองใช้ 3 วัน จะมีการต่ออายุอัตโนมัติ:  ราคานี้สำหรับลูกค้าในสหรัฐอเมริกา ราคาสำหรับประเทศอื่น ๆ อาจจะแตกต่างกันไป และราคาอาจจะถูกแปลงเป็นสกุลเงินท้องถิ่นของคุณ ทั้งนี้ขึ้นอยู่กับประเทศที่คุณอาศัยอยู่  การชำระเงินจะถูกเรียกเก็บไปที่บัญชี iTunes ของคุณในขั้นตอนการยืนยันการซื้อ  การต่ออายุสมาชิกจะมีขึ้นโดยอัตโนมัติ เว้นแต่ในกรณีที่การต่ออายุสมาชิกแบบอัตโนมัติได้ถูกปิดไว้เป็นเวลา 24 ชั่วโมงก่อนการหมดอายุสมาชิกในระยะเวลาปัจจุบัน  บัญชีของคุณจะถูกเรียกเก็บเงินสำหรับงวดถัดไปภายใน 24 ชั่วโมงก่อนการหมดอายุสมาชิกในระยะเวลาปัจจุบัน  คุณสามารถจัดการการเป็นสมาชิกและปิดการต่ออายุแบบอัตโนมัติได้ใน การตั้งค่าบัญชีผู้ใช้ หลังจากการซื้อ  ส่วนของระยะเวลาการทดลองใช้ฟรีที่ยังใช้ไม่หมดจะถูกยกเลิกเมื่อผู้ใช้ซื้อการเป็นสมาชิก   ยกเลิกการทดลองใช้งาน หรือ ยกเลิกการเป็นสมาชิกของคุณ:  คุณสามารถปิดการต่ออายุสมาชิกแบบอัตโนมัติได้ผ่านทาง iTunes ได้ตลอดเวลา ดูข้อมูลเพิ่มเติมได้ที่ https://support.apple.com/HT202039 เมื่อระยะเวลาการทดลองใช้/การเป็นสมาชิกสิ้นสุดลง คุณจะถูกยกเลิกการเป็นสมาชิก ไม่สามารถยกเลิกการเป็นสมาชิกในปัจจุบันได้   นโยบายความเป็นส่วนตัวและเงื่อนไขในการใช้งาน: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	PREZZI E CONDIZIONI DELL'ABBONAMENTO   Scopri l'ABBONAMENTO GOLD! L'ABBONAMENTO GOLD è un abbonamento settimanale; costa $4,99 e offre un periodo di prova gratuito di 3 giorni. Ricevi il bonus che raddoppia le monete, un'esperienza senza pubblicità, 30 cristalli al giorno e uno sconto del 20% su tutti gli acquisti di cristalli!     Fine del periodo di prova di 3 giorni e rinnovo dell'abbonamento:   Questo prezzo è riservato ai clienti degli Stati Uniti. I prezzi per gli altri Paesi possono variare e gli addebiti effettivi potranno essere convertiti nella valuta locale a seconda del Paese di residenza.    Il pagamento verrà addebitato sul tuo account iTunes alla conferma dell'acquisto.   L'abbonamento si rinnova automaticamente a meno che il rinnovo automatico venga disattivato quando mancano almeno 24 ore alla scadenza del periodo in corso.   Ti verrà addebitato l'importo del periodo successivo nelle 24 che precedono la scadenza del periodo in corso.   Dopo l'acquisto, gli abbonamenti possono essere gestiti dall'utente e il rinnovo automatico si può disattivare nelle Impostazioni dell'account dell'utente.   Le eventuali porzioni di periodo di prova gratuito inutilizzate vengono annullate quando l'utente acquista un abbonamento.     Annullamento della prova o dell'abbonamento:   il rinnovo automatico si può disattivare in qualsiasi momento tramite iTunes. Visita la pagina https://support.apple.com/HT202039. Alla scadenza del periodo di prova o di abbonamento in corso, l'abbonamento verrà annullato. Impossibile annullare il periodo di abbonamento attivo in corso.    Informativa sulla privacy e condizioni di utilizzo: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit	HARGA DAN KETENTUAN BERLANGGANAN   Perkenalkan KEANGGOTAAN EMAS! KEANGGOTAAN EMAS adalah langganan mingguan seharga $4,99 dengan periode percobaan gratis 3 hari. Dapatkan bonus 2x emas, pengalaman tanpa iklan, 30 Kristal setiap hari dan diskon 20% untuk semua pembelian kristal!     Akhir periode percobaan 3 dan perpanjangan langganan:   Harga ini untuk pelanggan dari Amerika Serikat. Harga di negara lain dapat beragam dan tagihan sebenarnya mungkin dikonversi ke mata uang setempat tergantung pada negara tempat tinggal.   Pembayaran akan ditagihkan ke Akun iTunes setelah konfirmasi pembelian.   Langganan akan secara otomatis diperpanjang kecuali perpanjangan otomatis dinonaktifkan 24 jam sebelum akhir periode berlaku.   Akunmu akan ditagih ntuk perode berikutnya dalam 24 sebelum akhir dari periode berlaku.   Langganan dapat dikelola dan dan perpanjangan otomatis dapat dinonaktifkan di Pengaturan Akun setelah pembelian.   Setiap bagian dari periode uji coba gratis yang tidak terpakai, jika ditawarkan, akan hangus ketika pengguna membeli langganan, jika berlaku.     Membatalkan periode percobaan atau langganan:   Kamu dapat menonaktifkan perpanjangan otomatis kapan pun melaluk iTunes. Lihat https://support.apple.com/HT202039. Saat periode percobaan/langganan yang berlaku habis, langganan akan dihentikan. Periode langganan yang berlaku tidak dapat dibatalkan.    Kebijakan Privasi dan Ketentuan Penggunaan: https://docs.google.com/document/d/1SKtw7QgX2nqzd5BfAF15IfZFN_ntvVaH9r0C1iSeNl4/edit
